id Объекта;Объект;Адрес;id Ведомственной Организации;Ведомственная Организация;Доступность;Доступность;Широта (Latitude);Долгота (Longitude)
118106;Спортивный комплекс образовательного учреждения;1-й Кожуховский проезд, дом 15;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.707552;37.66291
118107;Спортивный комплекс дошкольного образовательного учреждения;Соколово-Мещерская улица, дом 4, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.891891126958;37.388524716524
118108;Спортивный комплекс дошкольного образовательного учреждения;Новогорская улица, дом 67;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.892462534151;37.381004863036
118109;Спортивный комплекс дошкольного образовательного учреждения;Соколово-Мещерская улица, домовладение 27, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.903301287407;37.38139021661
118110;Спортивный комплекс образовательного учреждения;Соколово-Мещерская улица, домовладение 27;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.904348801316;37.382522352066
118111;Спортивный комплекс дошкольного образовательного учреждения;Новокуркинское шоссе, дом 51, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.9090741129572;37.387840333659774
118112;Спортивный комплекс дошкольного образовательного учреждения;Соколово-Мещерская улица, дом 28, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.902771238187;37.387384187789
118113;Спортивный комплекс дошкольного образовательного учреждения;Новокуркинское шоссе, дом 51;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.90823509353967;37.38767590382759
118114;Спортивный комплекс образовательного учреждения;Краснодарская улица, дом 45/11;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.677301;37.760961
118117;Спортивный комплекс образовательного учреждения;Ставропольская улица, дом 20;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.67926;37.751987
118118;Спортивный комплекс образовательного учреждения;Краснодонская улица, дом 37;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.67424816928248;37.75083019510593
118119;Спортивный комплекс дошкольного образовательного учреждения;Краснодонская улица, дом 1, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.6861218237464;37.7551211421162
118120;Спортивный комплекс образовательного учреждения;Спортивный проезд, дом 3А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.684199;37.753847
118121;Спортивный комплекс образовательного учреждения;Армавирская улица, дом 4;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.67528;37.753398
118122;Спортивный комплекс образовательного учреждения;Краснодарская улица, дом 25, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.6787231424281;37.75212454793433
118123;Спортивный комплекс дошкольного образовательного учреждения;3-я Карачаровская улица, дом 3;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.73445;37.745331
118124;Спортивный комплекс образовательного учреждения;Перовское шоссе, дом 8;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.734922859237;37.746161907667
118125;Спортивный комплекс образовательного учреждения;Орехово-Зуевский проезд, дом 4;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.731206;37.745367
118126;Спортивный комплекс дошкольного образовательного учреждения;Перовское шоссе, дом 8А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.735175068797;37.747336715216
118127;Спортивный комплекс образовательного учреждения;Басовская улица, дом 7;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.73895528641857;37.741490407409366
118128;Спортивный комплекс дошкольного образовательного учреждения;Басовская улица, дом 3;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.73900606636401;37.73846187928461
118130;Спортивный комплекс дошкольного образовательного учреждения;Орехово-Зуевский проезд, дом 24;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.731985621212;37.7582177704998
118131;Спортивный комплекс дошкольного образовательного учреждения;улица Анны Ахматовой, дом 2, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.63800962281756;37.33098896197111
118132;Спортивный комплекс образовательного учреждения;улица Авиаконструктора Петлякова, дом 17;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.622039;37.309208
118133;Спортивный комплекс дошкольного образовательного учреждения;улица Лётчика Грицевца, дом 6, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.622439816168715;37.3042215165323
118134;Спортивный комплекс дошкольного образовательного учреждения;улица Лётчика Грицевца, дом 5, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.624118646122334;37.30690758035587
118135;Спортивный комплекс образовательного учреждения;посёлок Внуково, Полевая улица, дом 4;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.631976;37.268783
118136;Спортивный комплекс образовательного учреждения;улица Авиаконструктора Петлякова, дом 23;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.623712;37.313385
118137;Спортивный комплекс дошкольного образовательного учреждения;Палехская улица, дом 135;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.876325055199;37.710091411058
118138;Спортивный комплекс образовательного учреждения;Лосевская улица, дом 9;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.877824;37.714752
118139;Спортивный комплекс образовательного учреждения;Ярославское шоссе, дом 147;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.880900897186;37.72039729799
118140;Спортивный комплекс образовательного учреждения;Палехская улица, дом 137;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.877212048048;37.711570453764
118141;Спортивный комплекс дошкольного образовательного учреждения;Холмогорская улица, дом 5, строение 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.879837015137;37.717247449073
118142;Спортивный комплекс дошкольного образовательного учреждения;Холмогорская улица, дом 4;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.88169493838;37.719013279762
118143;Спортивный комплекс образовательного учреждения;2-я Песчаная улица, дом 4А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.794173;37.516341
118144;Спортивный комплекс образовательного учреждения;Михалковская улица, дом 15А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.83907486311;37.525822880951
118145;Спортивный комплекс образовательного учреждения;Нижняя Первомайская улица, дом 14;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.790393;37.796077
118146;Спортивный комплекс образовательного учреждения;5-я Парковая улица, дом 5А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.789122;37.787498
118147;Спортивный комплекс дошкольного образовательного учреждения;Миллионная улица, дом 12А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.815448;37.700702
118148;Спортивный комплекс образовательного учреждения;Андреево-Забелинская улица, дом 28;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.81561;37.71071
118149;Спортивный комплекс образовательного учреждения;Краснобогатырская улица, дом 21А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.812811165377134;37.702152585319496
118150;Спортивный комплекс дошкольного образовательного учреждения;Краснобогатырская улица, дом 23А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.812194725339296;37.703746932540845
118151;Спортивный комплекс дошкольного образовательного учреждения;Игральная улица, дом 7А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.815706;37.712363
118152;Спортивный комплекс дошкольного образовательного учреждения;Краснобогатырская улица, дом 25А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.811705;37.704835
118153;Спортивный комплекс образовательного учреждения;Изюмская улица, дом 35А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.551814828620046;37.568735006883344
118154;Спортивный комплекс дошкольного образовательного учреждения;Изюмская улица, дом 49;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.546416023283;37.565889163673
118155;Спортивный комплекс дошкольного образовательного учреждения;Изюмская улица, дом 53;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.544679815538;37.564691594481
118156;Спортивный комплекс дошкольного образовательного учреждения;Изюмская улица, дом 55;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.544249779877;37.56323034439
118157;Спортивный комплекс дошкольного образовательного учреждения;Изюмская улица, дом 35, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.552255098574;37.570174752868
118158;Спортивный комплекс образовательного учреждения;Черноморский бульвар, дом 6, строение 4;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.646760550133436;37.61454666501135
118159;Спортивный комплекс дошкольного образовательного учреждения;Симферопольский бульвар, дом 29, корпус 4;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.64709125947799;37.607703476312494
118161;Спортивный комплекс образовательного учреждения;Артековская улица, дом 3;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.65095523678668;37.61415012303609
118162;Спортивный комплекс образовательного учреждения;Симферопольский бульвар, дом 23А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.6499931554506;37.608118629493234
118163;Спортивный комплекс образовательного учреждения;Артековская улица, дом 11, строение 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.64755977857131;37.613766326388784
118164;Спортивный комплекс образовательного учреждения;Варшавское шоссе, дом 106, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.6434846681114;37.61735801616715
118165;Спортивный комплекс образовательного учреждения;Варшавское шоссе, дом 86, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.65046218488206;37.61759716197457
118166;Спортивный комплекс образовательного учреждения;Черноморский бульвар, дом 6;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.646445942566;37.614374165839
118167;Спортивный комплекс дошкольного образовательного учреждения;Чонгарский бульвар, дом 13;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.652070842213;37.609683815772
118168;Спортивный комплекс дошкольного образовательного учреждения;улица Фотиевой, дом 16;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.69830652057788;37.55754523925187
118169;Спортивный комплекс дошкольного образовательного учреждения;Университетский проспект, дом 6, корпус 4;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.699659016509;37.554784071309
118170;Спортивный комплекс дошкольного образовательного учреждения;улица Фотиевой, дом 8;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.70099953045924;37.562256787221905
118171;Спортивный комплекс дошкольного образовательного учреждения;улица Фотиевой, дом 12;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.69946951611;37.559640147891
118172;Спортивный комплекс образовательного учреждения;улица Фотиевой, дом 14, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.69909571265066;37.558296442883574
118173;Спортивный комплекс дошкольного образовательного учреждения;Скобелевская улица, дом 25, корпус 3;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.546004814285226;37.5596625230934
118174;Спортивный комплекс образовательного учреждения;Изюмская улица, дом 34, корпус 3;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.549078182859326;37.5622093951678
118175;Спортивный комплекс образовательного учреждения;Изюмская улица, дом 38, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.548095726541;37.563811434239
118176;Спортивный комплекс образовательного учреждения;Изюмская улица, дом 28, корпус 3;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.549905019884534;37.563541616701016
118177;Спортивный комплекс дошкольного образовательного учреждения;Скобелевская улица, дом 1, корпус 4;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.55132522093971;37.557742789215744
118178;Спортивный комплекс дошкольного образовательного учреждения;Изюмская улица, дом 38, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.54751493176778;37.563017500369064
118179;Спортивный комплекс образовательного учреждения;улица Пресненский Вал, дом 15, строение 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.770531529376;37.566652847885
118180;Спортивный комплекс дошкольного образовательного учреждения;Старопетровский проезд, дом 12А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.82353532341;37.509673340557
118181;Спортивный комплекс образовательного учреждения;улица Зои и Александра Космодемьянских, дом 3, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.8214680195;37.504249644289
118182;Спортивный комплекс дошкольного образовательного учреждения;улица Зои и Александра Космодемьянских, дом 13;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.82284753489;37.51330033209
118183;Спортивный комплекс дошкольного образовательного учреждения;Велозаводская улица, дом 9, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.712254;37.668426
118184;Спортивный комплекс дошкольного образовательного учреждения;Дубровский проезд, дом 7;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.723663;37.665462
118186;Спортивный комплекс образовательного учреждения;1-я улица Машиностроения, дом 3/5А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.715652;37.673214
118187;Спортивный комплекс образовательного учреждения;улица Крутицкий Вал, дом 5;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.72930336967788;37.66614239711015
118188;Спортивный комплекс дошкольного образовательного учреждения;1-я улица Машиностроения, дом 2/7, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.713405;37.667878
118189;Спортивный комплекс дошкольного образовательного учреждения;Шарикоподшипниковская улица, дом 30А, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.716808;37.673142
118190;Спортивный комплекс дошкольного образовательного учреждения;2-я улица Машиностроения, дом 5;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.711635;37.670115
118191;Спортивный комплекс образовательного учреждения;1-я Дубровская улица, дом 16;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.723268;37.671624
118192;Спортивный комплекс дошкольного образовательного учреждения;Сосинская улица, дом 4;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.730101;37.671399
118193;Спортивный комплекс образовательного учреждения;посёлок завода Мосрентген, дом 37;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.62305928717901;37.47349910195678
118194;Спортивный комплекс дошкольного образовательного учреждения;посёлок Воскресенское, дом 20А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.52699874445263;37.442448288202094
118195;Спортивный комплекс дошкольного образовательного учреждения;посёлок Коммунарка, Лазурная улица, дом 4;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.569922;37.47147
118197;Спортивный комплекс образовательного учреждения;посёлок Воскресенское, дом 36, строение 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.5322563304231;37.44988803952979
118198;Спортивный комплекс дошкольного образовательного учреждения;посёлок Коммунарка, Ясная улица, дом 7;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.567229;37.476645
118199;Спортивный комплекс дошкольного образовательного учреждения;Судостроительная улица, дом 30, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.68351876088698;37.68504524173269
118200;Спортивный комплекс образовательного учреждения;Коломенская улица, дом 27, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.67557174375143;37.68996874355076
118201;Спортивный комплекс образовательного учреждения;Коломенская набережная, дом 20;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.675966;37.69542
118202;Спортивный комплекс образовательного учреждения;Судостроительная улица, дом 43, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.68616537143291;37.68922112887139
118203;Спортивный комплекс дошкольного образовательного учреждения;Нагатинская набережная, дом 46, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.685711;37.67837
118204;Спортивный комплекс дошкольного образовательного учреждения;Нагатинская набережная, дом 58, корпус 3;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.687487;37.686392
118205;Спортивный комплекс образовательного учреждения;Нагатинская набережная, дом 56;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.689537;37.688629
118206;Спортивный комплекс дошкольного образовательного учреждения;улица Чугунные Ворота, дом 3, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.69693;37.795906
118207;Спортивный комплекс образовательного учреждения;улица Академика Скрябина, дом 36, корпус 3;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.70018606487947;37.787043922972494
118208;Спортивный комплекс образовательного учреждения;улица Юных Ленинцев, дом 107, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.699122;37.783536
118209;Спортивный комплекс образовательного учреждения;улица Чугунные Ворота, дом 11;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.695012;37.799876
118210;Спортивный комплекс дошкольного образовательного учреждения;улица Юных Ленинцев, дом 103, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.69919927492017;37.782183763229156
118211;Спортивный комплекс дошкольного образовательного учреждения;Волгоградский проспект, дом 148, корпус 3;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.70097939304621;37.78911885876438
118212;Спортивный комплекс дошкольного образовательного учреждения;улица Академика Скрябина, дом 36, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.699959724107;37.78898421318
118213;Спортивный комплекс образовательного учреждения;город Зеленоград, корпус 1530;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.981917504819;37.156357664444
118214;Спортивный комплекс дошкольного образовательного учреждения;город Зеленоград, корпус 1511;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.981330344773;37.150776314424
118215;Спортивный комплекс образовательного учреждения;город Зеленоград, корпус 1556;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.979891878244;37.153528664343
118216;Спортивный комплекс дошкольного образовательного учреждения;город Зеленоград, корпус 1532;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.981165722729;37.158034372018
118217;Спортивный комплекс дошкольного образовательного учреждения;город Зеленоград, корпус 1548;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.979333752259;37.15493874976
118219;Спортивный комплекс дошкольного образовательного учреждения;15-я Парковая улица, дом 40;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.805715;37.820843
118220;Спортивный комплекс дошкольного образовательного учреждения;16-я Парковая улица, дом 41;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.806449;37.827715
118221;Спортивный комплекс дошкольного образовательного учреждения;Щёлковское шоссе, дом 90Б;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.81053738671468;37.82212309526073
118222;Спортивный комплекс дошкольного образовательного учреждения;16-я Парковая улица, дом 47;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.808442;37.827563
118223;Спортивный комплекс дошкольного образовательного учреждения;Сиреневый бульвар, дом 69А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.80544455260242;37.82500885151896
118224;Спортивный комплекс образовательного учреждения;Сиреневый бульвар, дом 73, корпус 3;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.80493058515398;37.82799731882784
118225;Спортивный комплекс образовательного учреждения;15-я Парковая улица, дом 46А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.807936;37.822173
118226;Спортивный комплекс дошкольного образовательного учреждения;16-я Парковая улица, дом 53;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.810364;37.827329
118227;Спортивный комплекс образовательного учреждения;Сиреневый бульвар, дом 68;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.802529460698715;37.833388580087984
118228;Спортивный комплекс дошкольного образовательного учреждения;15-я Парковая улица, дом 40А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.805816;37.822577
118229;Спортивный комплекс дошкольного образовательного учреждения;16-я Парковая улица, дом 8;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.799264;37.825856
118230;Спортивный комплекс образовательного учреждения;15-я Парковая улица, дом 52А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.809004;37.820987
118231;Спортивный комплекс образовательного учреждения;улица Острякова, дом 15А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.798582946331;37.523320010061
118232;Спортивный комплекс образовательного учреждения;Ленинградский проспект, дом 75Д;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.803671;37.511248
118233;Спортивный комплекс дошкольного образовательного учреждения;Песчаная улица, дом 2А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.803430422333;37.515697313396
118234;Спортивный комплекс образовательного учреждения;Песчаная улица, дом 5;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.802515627492;37.515555317826
118235;Спортивный комплекс образовательного учреждения;Новопесчаная улица, дом 15;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.798320625665;37.515431987434
118236;Спортивный комплекс образовательного учреждения;Большая Черкизовская улица, дом 26;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.79698363557;37.738674725313
118237;Спортивный комплекс дошкольного образовательного учреждения;2-я Пугачёвская улица, дом 12;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.793475;37.727571
118238;Спортивный комплекс дошкольного образовательного учреждения;2-я Пугачёвская улица, дом 3;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.79692518177486;37.73120419940564
118239;Спортивный комплекс образовательного учреждения;2-я Пугачёвская улица, дом 7;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.795585;37.730994
118240;Спортивный комплекс дошкольного образовательного учреждения;Большая Черкизовская улица, дом 32А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.79935604287861;37.74338820733853
118241;Спортивный комплекс образовательного учреждения;2-я Пугачёвская улица, дом 10;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.792316;37.725415
118242;Спортивный комплекс дошкольного образовательного учреждения;2-я Пугачёвская улица, дом 12, корпус 1;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.792321;37.728065
118243;Спортивный комплекс дошкольного образовательного учреждения;Большая Черкизовская улица, дом 8;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.79411617679289;37.722924203703975
118244;Спортивный комплекс дошкольного образовательного учреждения;Большая Черкизовская улица, дом 24Б;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.797528109071;37.736369457672
118245;Спортивный комплекс образовательного учреждения;2-я Пугачёвская улица, дом 6А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.7956;37.728703
118246;Спортивный комплекс образовательного учреждения;Новгородская улица, дом 21А;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.900524209594;37.578026181891
118247;Спортивный комплекс дошкольного образовательного учреждения;Абрамцевская улица, дом 14, корпус 2;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.90041;37.575837
118248;Спортивный комплекс дошкольного образовательного учреждения;Угличская улица, дом 14;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.90252986285687;37.56887827976199
118250;Спортивный комплекс дошкольного образовательного учреждения;Новгородская улица, дом 29;219814;Департамент образования и науки города Москвы;4;Шаговая доступность;55.903671;37.578936
