id Объекта;Объект;Адрес;id Ведомственной Организации;Ведомственная Организация;Доступность;Доступность;Широта (Latitude);Долгота (Longitude)
103335;Досуговый центр «Академический»;Новочерёмушкинская улица, дом 20/23;237336;Департамент труда и социальной защиты населения города Москвы;3;Районное;55.681983475361456;37.57857463725665
103336;Крытое сооружение с искусственным льдом «Вдохновение»;Новорогожская улица, дом 25, строение 4;219165;Москомспорт.;2;Окружное;55.74167153857357;37.689880740961605
103338;Дворовая территория;Дмитровское шоссе, дом 44, корпус 1, строение 2;237361;Управа Тимирязевского района города Москвы;4;Шаговая доступность;55.84306831616598;37.57130073421607
103339;Фитнес клуб «Зебра»;Дмитровское шоссе, дом 60А;NULL;NULL;3;Районное;55.85246425160929;37.56913408532679
103340;Парк (озелененная городская территория) «Парк им. Святослава Федорова»;Дмитровское шоссе, дом 82;237353;Управа Бескудниковского района города Москвы;2;Окружное;55.86527586112353;37.54976392241295
103342;Некоммерческое партнерство спортивный клуб «МЕТЕОР»;Дмитровское шоссе, дом 89, корпус 2;237353;Управа Бескудниковского района города Москвы;3;Районное;55.86968674330288;37.545062285813415
103344;Государственное бюджетное учреждение города Москвы «Досугово-спортивный центр семьи и молодежи «ИСТОК»;Дубнинская улица, дом 39;237353;Управа Бескудниковского района города Москвы;3;Районное;55.86750936397596;37.56293017750621
103346;ГБУ Спортивно-досуговый центр «Вдохновение»;Дубнинская улица, дом 6А;237355;Управа района Восточное Дегунино города Москвы;3;Районное;55.858655;37.569611
103347;Спортивный комплекс учреждения социальной защиты населения «Центр поддержки семьи и детства Северного административного округа города Москвы»;Зеленоградская улица, дом 35Б;237336;Департамент труда и социальной защиты населения города Москвы;3;Районное;55.87458656856107;37.487988820787585
103349;Фитнес клуб «Джангл профешионал фитнес»;Ижорский проезд, дом 17;NULL;NULL;3;Районное;55.888692380049946;37.51627231924312
103352;Детский досуговый центр «АНО «Клуб семейной культуры «Искра»;Керамический проезд, дом 55, корпус 1;237355;Управа района Восточное Дегунино города Москвы;3;Районное;55.877617;37.566368
103354;Государственное бюджетное учреждение спортивно досуговый центр Радуга;Клязьминская улица, дом 36;237357;Управа Дмитровского района города Москвы;3;Районное;55.896843600634284;37.53003589053591
103356;Досуговый центр «Союз-каратэ-до»;Клязьминская улица, дом 9, корпус 2;237357;Управа Дмитровского района города Москвы;3;Районное;55.89056295006679;37.524247429568696
103358;Спортивный комплекс высшего учебного заведения «Академия Управления МВД РФ»;Коптевская улица, дом 63;259812;Министерство внутренних дел Российской Федерации;2;Окружное;55.82832087541378;37.516613962489586
103364;Лыжная трасса Кронштадтский бульвар;Кронштадтский бульвар, дом 24, корпус 2;237356;Управа Головинского района города Москвы;3;Районное;55.847518;37.510646
103368;Досуговый центр «Русь»;Ленинградский проспект, дом 28;237352;Управа района Беговой города Москвы;3;Районное;55.783554;37.571812
103369;Фитнес клуб «Голдс Джим»;Ленинградский проспект, дом 31, строение 30;NULL;NULL;3;Районное;55.78385522279477;37.56216717196615
103370;Спортивный комплекс образовательного учреждения «Общеобразовательное частное учреждение «Газпром школа»;Новочерёмушкинская улица, дом 66;NULL;NULL;4;Шаговая доступность;55.662902955820094;37.559010536734185
103375;Фитнес клуб «АВ-Флекс»;Ленинградский проспект, дом 39, строение 29;NULL;NULL;3;Районное;55.79661416646961;37.537597572229615
103378;Спортивный комплекс высшего учебного заведения «Финансовая Академии при правительстве РФ»;Ленинградский проспект, дом 55;266981;Минобрнауки России;3;Районное;55.801369;37.525612
103380;Парк, озелененная городская территория «Парк имени Воровского»;Ленинградское шоссе, дом 10;237340;Префектура Северного административного округа города Москвы;2;Окружное;55.81959015042219;37.500985204301976
103381;Фитнес клуб «Марина клаб»;Ленинградское шоссе, дом 25А, строение 4;259810;Министерство обороны Российской Федерации;3;Районное;55.827398;37.478217
103384;Центр восстановительного лечения для детей № 9;улица Винокурова, дом 4, корпус 3;237336;Департамент труда и социальной защиты населения города Москвы;3;Районное;55.68878564181667;37.58206770500055
103385;Дворовая территория;улица Винокурова, дом 12, корпус 2;237447;Управа Академического района города Москвы;4;Шаговая доступность;55.686588091449806;37.58935597781176
103386;Фитнес-клуб «Пирамида»;улица Дмитрия Ульянова, дом 31;NULL;NULL;3;Районное;55.68469546942131;37.58545805468934
103390;Национальный теннисный центр им. Хуана Антонио Самаранча;Ленинградское шоссе, владение 45;NULL;NULL;2;Окружное;55.84522727661377;37.4733558633079
103393;Фитнес клуб «Фитнес-леди»;улица Гарибальди, дом 21, корпус 4;NULL;NULL;3;Районное;55.67219002152727;37.55246355877036
103399;Фитнес клуб «Зебра»;Ленинградское шоссе, дом 47А;NULL;NULL;3;Районное;55.84544822385427;37.475871062045464
103400;Досуговый центр «Военно-патриотический клуб «Комбат»»;Ленинградское шоссе, дом 84;237356;Управа Головинского района города Москвы;3;Районное;55.84864;37.475657
103401;Досуговый центр «Спортклуб «Вымпел» им. О.П. Макарова»;Ленинградское шоссе, дом 98, корпус 1;237365;Управа района Левобережный города Москвы;3;Районное;55.857589;37.470419
103402;Спортивный комплекс высшего учебного заведения «Московской сельскохозяйственной академии им. К.А. Тимирязева»;Лиственничная аллея, дом 12Б;259811;Министерство сельского хозяйства Российской Федерации;2;Окружное;55.83414105003116;37.56487168584443
103406;Фитнес клуб «Париж лайф»;Лобненская улица, дом 4А;NULL;NULL;3;Районное;55.88981978594925;37.53925657794421
103407;Фитнес клуб «Ворлд класс»;улица Архитектора Власова, дом 22;NULL;NULL;3;Районное;55.67017611127199;37.54224615036516
103409;Парк-усадьба «Михалково»;Михалковская улица, дом 38;237356;Управа Головинского района города Москвы;2;Окружное;55.84140830783995;37.518619165164694
103410;Спортивный комплекс высшего учебного заведения «Московский банковский институт»;Профсоюзная улица, дом 18, корпус 2;NULL;NULL;2;Окружное;55.683686;37.565982
103413;Спортивный комплекс высшего учебного заведения «Российская государственная академия интеллектуальной собственности»;улица Миклухо-Маклая, дом 55А;266981;Минобрнауки России;2;Окружное;55.642184;37.532978
103416;Досуговый центр «Хорошее настроение»;Профсоюзная улица, дом 25, корпус 4;237455;Управа района Черемушки города Москвы;3;Районное;55.673316057266476;37.56444098093608
103419;Спортивный комплекс образовательного учреждения;Профсоюзная улица, дом 27, корпус 3;NULL;NULL;4;Шаговая доступность;55.673411552565376;37.562661778678674
103420;Фитнес клуб «Ворлд класс лэйдис»;Профсоюзная улица, дом 31, корпус 5;NULL;NULL;3;Районное;55.672275708765866;37.55955385082875
103422;Зал аэробики;Онежская улица, дом 1/2;NULL;NULL;3;Районное;55.84444157067756;37.521259753113775
103423;Спортивно-оздоровительный центр «Премьер-Теннис»;Петровско-Разумовский проезд, дом 29;NULL;NULL;3;Районное;55.80415369046493;37.561638139088984
103424;Фитнес клуб «Париж-лайф»;Петрозаводская улица, дом 11, корпус 3;NULL;NULL;3;Районное;55.866041;37.495078
103426;Досуговый центр «Орион»;улица Вавилова, дом 17;237447;Управа Академического района города Москвы;3;Районное;55.701861;37.580679
103427;Досуговый центр «Гладиатор»;улица Введенского, дом 30, корпус 1;237450;Управа района Коньково города Москвы;3;Районное;55.635241800935894;37.529724119211686
103428;Государственное бюджетное учреждение культуры города Москвы «Центр культуры и искусства «Меридиан»;Профсоюзная улица, дом 61;237332;Департамент культуры города Москвы;3;Районное;55.656794636210684;37.54227744049953
103430;Спортивный комплекс учреждения социальной защиты населения «Государственное бюджетное учреждение города Москвы «Пансионат для ветеранов труда №1»;Правобережная улица, дом 4, корпус 2;237336;Департамент труда и социальной защиты населения города Москвы;3;Районное;55.88063473157867;37.453487655913385
103431;Физкультурно-оздоровительный комплекс «Черемушки»;Профсоюзная улица, дом 62, корпус 5;NULL;NULL;3;Районное;55.66858392469053;37.54708314861705
103433;Досуговый центр «Родник»;Смольная улица, дом 11;237356;Управа Головинского района города Москвы;3;Районное;55.846086960813835;37.49841985889853
103436;Дворовая территория;город Зеленоград, корпус 1012;237402;Управа района Силино города Москвы;4;Шаговая доступность;55.9889335892187;37.170889119781094
103438;Муниципальное бюджетное учреждение досуговый центр «Родник»;Солнечногорская улица, дом 17;237356;Управа Головинского района города Москвы;3;Районное;55.861889276658545;37.519769259555254
103440;Досуговый центр «Гармония»;Старый Петровско-Разумовский проезд, дом 5-13;237350;Управа Савеловского района города Москвы;3;Районное;55.79978781600943;37.55995353683061
103444;Фитнес клуб «Флай Фитнесс»;улица Авиаконструктора Сухого, дом 1, строение 1;NULL;NULL;3;Районное;55.786369;37.543928
103445;Автономная некоммерческая организация спортивный клуб «Ровесник-Спорт»;улица Адмирала Макарова, дом 37, корпус 2;237354;Управа Войковского района города Москвы;3;Районное;55.836716;37.487146
103446;Физкультурно-оздоровительный комплекс «Импульс»;город Зеленоград, корпус 109А;NULL;NULL;3;Районное;56.007207;37.211462
103447;Досуговый центр «Энергия»;город Зеленоград, корпус 1131;237348;Префектура Зеленоградского административного округа города Москвы;3;Районное;55.99225527658813;37.16968491593873
103450;Фитнес клуб «Эн Чойз Фитнес»;улица Адмирала Макарова, дом 4;NULL;NULL;3;Районное;55.833253;37.492599
103451;Дворовая территория;Талдомская улица, дом 2;237358;Управа района Западное Дегунино города Москвы;4;Шаговая доступность;55.871939286082366;37.52049538046022
103452;Региональная общественная организация Федерация авиамодельного спорта Москвы;город Зеленоград, корпус 146;237348;Префектура Зеленоградского административного округа города Москвы;3;Районное;56.008908337041035;37.20684404965945
103454;Дворовая территория;улица 800-летия Москвы, дом 32;237355;Управа района Восточное Дегунино города Москвы;4;Шаговая доступность;55.87935758757239;37.56577814000909
103455;Центр досуга и спорта «Заря»;город Зеленоград, корпус 147;237400;Управа района Матушкино города Москвы;3;Районное;56.00848;37.206449
103456;Фитнес клуб «Прайд клуб»;улица Всеволода Вишневского, дом 4Б;NULL;NULL;3;Районное;55.814121516521915;37.5743160680106
103457;Досуговый центр «Заря»;город Зеленоград, корпус 165;237400;Управа района Матушкино города Москвы;3;Районное;56.0102545387413;37.210251896514784
103458;Досуговый центр «Заря»;город Зеленоград, корпус 233;237400;Управа района Матушкино города Москвы;3;Районное;56.00295530284177;37.204781092793645
103459;Государственное бюджетное учреждение «Заря»;город Зеленоград, корпус 409;237348;Префектура Зеленоградского административного округа города Москвы;3;Районное;55.99813057448597;37.20745970998446
103464;Спортивный зал «АНО Военно-спортивный Клуб «Олимп»;город Зеленоград, корпус 514, строение 1;237401;Управа района Савелки города Москвы;3;Районное;55.998242;37.234791
103465;Досуговый центр «Талисман»;город Зеленоград, корпус 618;237401;Управа района Савелки города Москвы;3;Районное;55.989205514943244;37.235520708918244
103466;Досуговый центр «Образовательное Учреждение «Центральный Спортивный Автомотоклуб ДОСААФ России (стрелковый тир) »;Сосновая аллея, дом 4, строение 1;259810;Министерство обороны Российской Федерации;3;Районное;55.98143880148642;37.24869488672758
103467;Муниципальное бюджетное учреждение центр «Сказка»;Дмитровское шоссе, дом 33, корпус 1;237361;Управа Тимирязевского района города Москвы;3;Районное;55.82888;37.56953
103468;Дворовая территория;Дмитровское шоссе, дом 89, корпус 4;237353;Управа Бескудниковского района города Москвы;4;Шаговая доступность;55.86995429414686;37.54368094877898
103470;Дворовая территория;Онежская улица, дом 53, корпус 1;237362;Управа района Ховрино города Москвы;4;Шаговая доступность;55.85975411429088;37.50704749874526
103472;Парк «Дубки»;улица Дубки, дом 6;237332;Департамент культуры города Москвы;2;Окружное;55.81941926803651;37.564800032811874
103473;Особо охраняемая природная территория Ландшафтный заказник Химкинский»»;улица Дыбенко, дом 5;237335;Департамент природопользования и охраны окружающей среды города Москвы;2;Окружное;55.87282895214963;37.480945862191234
103474;Конноспортивная арена «ЦСКА»;улица Дыбенко, дом 5, строение 2;259810;Министерство обороны Российской Федерации;1;Городское;55.872416833245836;37.481020537426694
103475;Досуговый центр «Физкультурно-досуговый центр «Бригантина»;улица Зои и Александра Космодемьянских, дом 35/1;237359;Управа района Коптево города Москвы;3;Районное;55.825080006966886;37.52573041789147
103478;Дворовая территория;улица Зои и Александра Космодемьянских, дом 4А;237354;Управа Войковского района города Москвы;4;Шаговая доступность;55.817421;37.504861
103480;Региональная общественная организация Детско-юношеский клуб спортивного ориентирования «Виктория и спорт»;улица Зои и Александра Космодемьянских, дом 42;237340;Префектура Северного административного округа города Москвы;3;Районное;55.825103;37.528253
103483;Спортивный зал Академии управления Министерства внутренних дел;улица Зои и Александра Космодемьянских, дом 8, корпус 3;259812;Министерство внутренних дел Российской Федерации;2;Окружное;55.81919439522011;37.50609079004759
103484;Физкультурно-оздоровительный комплекс «Центр развития детского спорта «Юность»;улица Зорге, дом 30А;NULL;NULL;3;Районное;55.79447099006277;37.505308727223884
103486;Дворовая территория;город Зеленоград, корпус 2010;237399;Управа района Крюково города Москвы;4;Шаговая доступность;55.974448;37.16501
103488;Некоммерческое партнерство «Творческий центр Шаги»;улица Ивана Сусанина, дом 4, корпус 5;237358;Управа района Западное Дегунино города Москвы;3;Районное;55.86704088371142;37.528441522011846
103489;Парк, озелененная городская территория «Березовая роща»;улица Куусинена, дом 15, корпус 3;237363;Управа Хорошевского района города Москвы;2;Окружное;55.78519383941214;37.51267616306437
103492;Дворовая территория;город Зеленоград, корпус 2034;237399;Управа района Крюково города Москвы;4;Шаговая доступность;55.972353;37.169403
103495;Дворовая территория;рабочий посёлок Киевский, дом 6;NULL;NULL;4;Шаговая доступность;55.428475;36.870515
103496;Дворовая территория;11-я Парковая улица, дом 37, корпус 1;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.800686;37.804656
103497;Спортивный зал школы «Орбита»;11-я улица Текстильщиков, дом 2;NULL;NULL;3;Районное;55.70595391199387;37.739988239537944
103500;Физкультурно-оздоровительный комплекс «Крылья Советов»;улица Кубинка, дом 7;NULL;NULL;3;Районное;55.719348;37.40707
103501;Дворовая территория;1-я Парковая улица, дом 11;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79072386229671;37.77697262694863
103502;Дворовая территория;2-я Парковая улица, дом 16;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79083309124859;37.78092683867539
103503;Дворовая территория;2-я Прядильная улица, дом 4;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.795824489529586;37.77635869492072
103504;Дворовая территория;2-я Прядильная улица, дом 7А;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79643201855729;37.7782122598092
103505;Дворовая территория;3-я Парковая улица, дом 30;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.797296;37.783114
103507;Дворовая территория;5-я Парковая улица, дом 25;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.795496352905914;37.78772838042649
103508;Дворовая территория;5-я Парковая улица, дом 33;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79805689892639;37.787281290894526
103509;Дворовая территория;5-я Парковая улица, дом 37;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79971000712061;37.786927466710495
103510;Дворовая территория;5-я Парковая улица, дом 41;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.80203938373622;37.78736681273414
103511;Дворовая территория;5-я Парковая улица, дом 48;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.80106284654388;37.78902700822266
103513;Досуговый центр «Центр культуры и спорта «Измайлово»;6-я Парковая улица, дом 19, строение 5;237389;Управа района Измайлово города Москвы;3;Районное;55.79192822197095;37.78985286058687
103517;Дворовая территория;7-я Парковая улица, дом 2, корпус 1;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.7890384142021;37.79467418922481
103518;Дворовая территория;7-я Парковая улица, дом 30/24;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.802249;37.794028
103519;Дворовая территория;9-я Парковая улица, дом 1, корпус 3;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.789162572646525;37.79774698208593
103521;Дворовая территория;9-я Парковая улица, дом 41А;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.801301346570796;37.79599888177694
103522;Дворовая территория;9-я Парковая улица, дом 43/26;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.802422;37.798304
103523;Дворовая территория;9-я Парковая улица, дом 50, корпус 1;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.80043547985653;37.79957501560835
103527;Спортивный комплекс образовательного учреждения «Церковно-приходская школа «Косинская»»;Большая Косинская улица, дом 42;NULL;NULL;4;Шаговая доступность;55.71891030248096;37.859217549096606
103528;Плоскостное спортивное сооружение «Косинский детский морской клуб»;Большая Косинская улица, дом 45;NULL;NULL;3;Районное;55.720951;37.857773
103529;Дворовая территория;Большая Черкизовская улица, дом 9, корпус 2;237395;Управа района Преображенское города Москвы;4;Шаговая доступность;55.7987673198977;37.72202901405304
103531;Дворовая территория;Верхняя Первомайская улица, дом 46/33;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79899183848618;37.80419383864093
103533;Дворовая территория;Верхняя Первомайская улица, дом 6, корпус 3;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.798198031072246;37.78687876829429
103535;Спортивный комплекс учреждения социальной защиты населения «Территориальный Центр Социального обслуживания «Бутово» Филиал «Северное Бутово»;Старокачаловская улица, дом 3, корпус 1;237336;Департамент труда и социальной защиты населения города Москвы;3;Районное;55.56850759770616;37.58423443126504
103536;Стадион «Ольга»;городок имени Баумана, дом 1, строение 3;NULL;NULL;2;Окружное;55.792262562351674;37.75765638984531
103537;Спортивная база «Локомотив»;Заозёрная улица, дом 15А, строение 7;NULL;NULL;2;Окружное;55.72050493898811;37.84554787091716
103541;Дворовая территория;4-я Парковая улица, дом 28;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79599280231105;37.78743224427635
103542;Дворовая территория;Измайловский бульвар, владение 31А;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.7975133308489;37.795310727087696
103544;ПОУ УСЦ «Измайлово» РО ООГО «Добровольное общество содействия армии, авиации и флоту России» города Москвы;Измайловский проезд, дом 11, строение 4;NULL;NULL;3;Районное;55.79900946846317;37.76811309890535
103545;Дворовая территория;Измайловский проезд, дом 16, корпус 1;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.7968214427703;37.769622331417374
103546;Дворовая территория;Измайловский проезд, дом 20, корпус 2;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79933237131663;37.77045911427682
103548;Парк, озелененная городская территория «Зона отдыха «Серебряно-Виноградные пруды»»;Измайловский проезд, дом 3, корпус 1;237389;Управа района Измайлово города Москвы;2;Окружное;55.79712022547425;37.76567714521443
103550;Дворовая территория;Измайловский проезд, дом 5, корпус 1;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79614672567256;37.767393126679266
103551;Автодром «Спортивно-технический клуб «АвтоПилот»;Измайловский проезд, дом 6, корпус 3;NULL;NULL;2;Окружное;55.792341;37.773475
103552;Дворовая территория;1-я Парковая улица, дом 7А, корпус 2;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.78938878352393;37.776765572352595
103554;Фитнес клуб «Марк-Аврелий»;Измайловское шоссе, дом 71, корпус 4Г-Д;NULL;NULL;3;Районное;55.791744;37.748619
103555;Фитнес-клуб «Спорт-Лэнд»;Люблинская улица, дом 153;NULL;NULL;3;Районное;55.65847697159577;37.74241510934475
103556;Комплекс спортивных сооружений «Футбольное поле «Ракета»;Измайловское шоссе, домовладение 73Б;266600;Федеральное агенство по управлению государственным имуществом (Росимущество);2;Окружное;55.78910562030192;37.76069301823545
103565;Салтыковский лесопарк;Лухмановская улица, дом 17;237335;Департамент природопользования и охраны окружающей среды города Москвы;2;Окружное;55.72161;37.898799
103567;Комплекс спортивных сооружений «Теннисный центр «Спартак»;Майский просек, дом 7, строение 1;NULL;NULL;2;Окружное;55.803494;37.681829
103569;Досуговый центр «Косино-Ухтомский»;Муромская улица, дом 1;237336;Департамент труда и социальной защиты населения города Москвы;3;Районное;55.713948295906626;37.85045219550001
103574;Дворовая территория;Никитинская улица, дом 1, корпус 2;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79561308310796;37.77399248171073
103578;Дворовая территория;Первомайская улица, дом 26;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79169143980066;37.77913122874051
103580;Дворовая территория;Первомайская улица, дом 3;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79103970646636;37.77196122005817
103581;Дворовая территория;Первомайская улица, дом 35/18;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79322133198289;37.78400241852797
103582;Дворовая территория;Первомайская улица, дом 4;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.79142134411419;37.77011261537265
103584;Дворовая территория;Первомайская улица, дом 64;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.792845105407224;37.79561973566791
103586;Дворовая территория;Первомайская улица, дом 7, корпус 1;237389;Управа района Измайлово города Москвы;4;Шаговая доступность;55.7918081509339;37.77459312898975
103587;Дворовая территория;Свободный проспект, дом 30;237392;Управа района Новогиреево города Москвы;4;Шаговая доступность;55.74705164667959;37.81448528099497
103589;Прогулочная лыжная трасса в Салтыковском парке;Салтыковская улица, дом 33, корпус 1;237342;Префектура Восточного административного округа города Москвы;3;Районное;55.73964563974653;37.87588344841754
103590;Досуговый центр «Триумф»;Святоозерская улица, дом 15;237390;Управа района Косино-Ухтомский города Москвы;3;Районное;55.714531066638756;37.89379780576776
103594;Дворовая территория;набережная Шитова, дом 4, корпус 1;237395;Управа района Преображенское города Москвы;4;Шаговая доступность;55.80173888845503;37.72878237081674
103596;Спортивный комплекс высшего учебного заведения «Теннисный центр Российского государственного университета физической культуры, спорта, молодёжи и туризма»;Сиреневый бульвар, дом 4, строение 12;219173;Минспорт России;2;Окружное;55.799208;37.765714
103597;Дворовая территория;Союзный проспект, дом 24;237392;Управа района Новогиреево города Москвы;4;Шаговая доступность;55.747099862011474;37.81997614392956
103598;Стадион «Измайлово»;Советская улица, дом 80, строение 1;NULL;NULL;1;Городское;55.797147560118546;37.75386723742086
103604;Фитнес клуб «Спорттаун»;улица Медведева, дом 10;NULL;NULL;3;Районное;55.718149586075484;37.89003412720628
103605;Природно-исторический парк «Косинский»;Лухмановская улица, дом 27;237335;Департамент природопользования и охраны окружающей среды города Москвы;2;Окружное;55.72863093777722;37.89488485190471
103608;Спортивный комплекс высшего учебного заведения «Московский университет Министерства внутренних дел Российской Федерации»;улица Академика Волгина, дом 12;259812;Министерство внутренних дел Российской Федерации;2;Окружное;55.64476598076178;37.50760757698818
103609;Парк, особо охраняемая природная территория «Лесопарк «Терлецкая дубрава»;улица Металлургов, дом 52;237335;Департамент природопользования и охраны окружающей среды города Москвы;2;Окружное;55.76205176361994;37.80594382048976
103611;Досуговый центр;улица Руднёвка, дом 12;237336;Департамент труда и социальной защиты населения города Москвы;3;Районное;55.7159550317221;37.890892446534124
103612;Дворовая территория;улица Руднёвка, дом 3;237390;Управа района Косино-Ухтомский города Москвы;4;Шаговая доступность;55.7156921778588;37.879464989258686
103620;Дворовая территория;Федеративный проспект, дом 28;237392;Управа района Новогиреево города Москвы;4;Шаговая доступность;55.75477185136025;37.81171424728568
103624;Дворовая территория;Федеративный проспект, дом 28, строение 2;237392;Управа района Новогиреево города Москвы;4;Шаговая доступность;55.754679;37.812147
103625;Конноспортивный центр «Измайлово»;шоссе Энтузиастов, дом 31Д;NULL;NULL;1;Городское;55.76129697181841;37.75580837328092
103626;Универсальный спортивный зрелищный комплекс;Сиреневый бульвар, дом 2;219173;Минспорт России;2;Окружное;55.801029346075445;37.75595947723385
103627;Физкультурно-оздоровительный комплекс «Московская Академия тенниса»;проспект Вернадского, дом 97, корпус 2;NULL;NULL;3;Районное;55.66844292600966;37.49308821691895
103630;Парк (озелененная городская территория);1-й Лихачёвский переулок, дом 4, корпус 2А;237356;Управа Головинского района города Москвы;2;Окружное;55.84476481261412;37.518349123368466
103634;Спортивный комплекс высшего учебного заведения «Государственный институт русского языка им. А.С. Пушкина»;улица Академика Волгина, дом 6;266981;Минобрнауки России;2;Окружное;55.65344589281665;37.51779994223896
103641;Лыжная трасса и база (сезонная) «Лыжная трасса в Горенском лесопарке»;Западная улица, дом 16;266718;Администрация городского округа Балашиха;3;Районное;55.81416990098269;37.880916834745605
103644;Лыжная трасса в Национальном Парке «Лосиный остров»;Курганская улица, дом 9;237387;Управа района Гольяново города Москвы;3;Районное;55.831529866494506;37.80935121427083
103649;Досуговый центр «Шахматный клуб им.Т.В. Петросяна»;улица Большая Дмитровка, дом 11, строение 2;NULL;NULL;3;Районное;55.76206440531105;37.613122224625315
103651;Досуговый центр «Гладиатор»;улица Бутлерова, дом 24;237450;Управа района Коньково города Москвы;3;Районное;55.64821465702841;37.536977224619804
103653;Досуговый центр «Гладиатор»;улица Академика Волгина, дом 29, корпус 1;237450;Управа района Коньково города Москвы;3;Районное;55.643629724520764;37.50793283238681
103658;Бассейн плавательный «Атлант»;улица Талалихина, дом 28, строение 2;NULL;NULL;3;Районное;55.730974880626384;37.67953651858221
103659;Спортивный комплекс высшего учебного заведения «Российский государственный геологоразведочный университет имени Серго Орджоникидзе»;улица Миклухо-Маклая, дом 23;266981;Минобрнауки России;2;Окружное;55.64975492356479;37.51333472973684
103660;Спортивный комплекс «Дружба»;улица Миклухо-Маклая, дом 4;266981;Минобрнауки России;2;Окружное;55.651835206842605;37.49581406018777
103668;Лыжная трасса в лесопарке «Лосиный остров»;улица Богатырский Мост, дом 17, корпус 1;263004;Министерство природных ресурсов и экологии Российской Федерации;3;Районное;55.819655503935145;37.68934090246606
103674;Лыжная трасса на стадионе «Крылья советов»;проспект Будённого, дом 17А, строение 1;NULL;NULL;3;Районное;55.77477;37.726421
103675;Комплекс спортивных сооружений «военная часть №61899»;посёлок завода Мосрентген, дом 39;NULL;NULL;2;Окружное;55.618628;37.47563
103678;Картинг «Синяя ракета»;улица Берзарина, дом 17, строение 2;219782;Управа района Хорошево-Мневники города Москвы;2;Окружное;55.788120322998196;37.48212316357474
103685;Стадион «Салют Гераклион»;Лодочная улица, дом 15, строение 1;NULL;NULL;2;Окружное;55.83896310040988;37.459292041992136
103687;Спортивная школа «Снежные барсы»;улица Николая Старостина, дом 8;219165;Москомспорт.;2;Окружное;55.730183;37.853227
103689;Парк народный «Автомобилист»;Вятская улица, дом 41А;237350;Управа Савеловского района города Москвы;3;Районное;55.79955589876627;37.58053187304688
